CAP;RS_Recapitista;RS_Lotto;RS_Plico;RS_Foglio;RS_20;RS_dem;RS_21_50;RS_51_100;RS_101_250;RS_251_350;RS_351_1000 ;RS_1001_2000;AR_Recapitista;AR_Lotto;AR_Plico;AR_Foglio;AR_20;AR_dem;AR_21_50;AR_51_100;AR_101_250;AR_251_350;AR_351_1000;AR_1001_2000;890_Recapitista;890_Lotto;890_Plico;890_Foglio;890_20;890_dem;890_21_50;890_51_100;890_101_250;890_251_350;890_351_1000;890_1001_2000
10010;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10011;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10012;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10013;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10014;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10015;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10016;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10017;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10018;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10019;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10020;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10022;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10023;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10024;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10025;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10026;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10028;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10029;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10030;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10031;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10032;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10034;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10035;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10036;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10037;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10038;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10039;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10040;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10041;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10042;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10043;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10044;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10045;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10046;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10048;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10050;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10051;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10052;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10053;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10054;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10055;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10056;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10057;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10058;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10059;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10060;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10061;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10062;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10063;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10064;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10065;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10066;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10067;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10068;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10069;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10070;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10071;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10072;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10073;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10074;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10075;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10076;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10077;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10078;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10079;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10080;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10081;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10082;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10083;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10084;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10085;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10086;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10087;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10088;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10089;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10090;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10091;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10092;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10093;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10094;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10095;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10098;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10099;Poste ;21;0,09;0,03;2,9;0,02;3,46;3,81;4,21;4,52;5,22;6,06;Poste ;26;0,27;0,03;3,99;0,07;4,55;4,9;5,3;5,61;6,31;7,15;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10121;Poste ;21;0,09;0,03;2,02;0,02;2,39;2,75;3,14;3,45;4,16;4,99;Poste ;26;0,27;0,03;3,11;0,07;3,48;3,84;4,23;4,54;5,25;6,09;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10122;Poste ;21;0,09;0,03;2,02;0,02;2,39;2,75;3,14;3,45;4,16;4,99;Poste ;26;0,27;0,03;3,11;0,07;3,48;3,84;4,23;4,54;5,25;6,09;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10123;Poste ;21;0,09;0,03;2,02;0,02;2,39;2,75;3,14;3,45;4,16;4,99;Poste ;26;0,27;0,03;3,11;0,07;3,48;3,84;4,23;4,54;5,25;6,09;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10124;Poste ;21;0,09;0,03;2,02;0,02;2,39;2,75;3,14;3,45;4,16;4,99;Poste ;26;0,27;0,03;3,11;0,07;3,48;3,84;4,23;4,54;5,25;6,09;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10125;Poste ;21;0,09;0,03;2,02;0,02;2,39;2,75;3,14;3,45;4,16;4,99;Poste ;26;0,27;0,03;3,11;0,07;3,48;3,84;4,23;4,54;5,25;6,09;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10126;Poste ;21;0,09;0,03;2,02;0,02;2,39;2,75;3,14;3,45;4,16;4,99;Poste ;26;0,27;0,03;3,11;0,07;3,48;3,84;4,23;4,54;5,25;6,09;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10127;Poste ;21;0,09;0,03;2,02;0,02;2,39;2,75;3,14;3,45;4,16;4,99;Poste ;26;0,27;0,03;3,11;0,07;3,48;3,84;4,23;4,54;5,25;6,09;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10128;Poste ;21;0,09;0,03;2,02;0,02;2,39;2,75;3,14;3,45;4,16;4,99;Poste ;26;0,27;0,03;3,11;0,07;3,48;3,84;4,23;4,54;5,25;6,09;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10129;Poste ;21;0,09;0,03;2,02;0,02;2,39;2,75;3,14;3,45;4,16;4,99;Poste ;26;0,27;0,03;3,11;0,07;3,48;3,84;4,23;4,54;5,25;6,09;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10131;Poste ;21;0,09;0,03;2,02;0,02;2,39;2,75;3,14;3,45;4,16;4,99;Poste ;26;0,27;0,03;3,11;0,07;3,48;3,84;4,23;4,54;5,25;6,09;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10132;Poste ;21;0,09;0,03;2,02;0,02;2,39;2,75;3,14;3,45;4,16;4,99;Poste ;26;0,27;0,03;3,11;0,07;3,48;3,84;4,23;4,54;5,25;6,09;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
10133;Poste ;21;0,09;0,03;2,02;0,02;2,39;2,75;3,14;3,45;4,16;4,99;Poste ;26;0,27;0,03;3,11;0,07;3,48;3,84;4,23;4,54;5,25;6,09;Poste ;1;0,27;0,03;7,89;0,13;8,83;8,83;9,56;9,56;10,51;10,51
