CAP;RS_Recapitista;RS_Lotto;RS_Plico;RS_Foglio;RS_20;RS_dem;RS_21_50;RS_51_100;RS_101_250;RS_251_350;RS_351_1000 ;RS_1001_2000;AR_Recapitista;AR_Lotto;AR_Plico;AR_Foglio;AR_20;AR_dem;AR_21_50;AR_51_100;AR_101_250;AR_251_350;AR_351_1000;AR_1001_2000;890_Recapitista;890_Lotto;890_Plico;890_Foglio;890_20;890_dem;890_21_50;890_51_100;890_101_250;890_251_350;890_351_1000;890_1001_2000
00073;Poste ;23;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;28;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;9;0,27;0,03;7,05;0,13;8,51;8,51;9,21;9,21;10,12;10,12
00074;Poste ;23;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;28;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;9;0,27;0,03;7,05;0,13;8,51;8,51;9,21;9,21;10,12;10,12
00075;Poste ;23;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;28;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;9;0,27;0,03;7,05;0,13;8,51;8,51;9,21;9,21;10,12;10,12
00076;Poste ;23;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;28;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;9;0,27;0,03;7,05;0,13;8,51;8,51;9,21;9,21;10,12;10,12
00077;Poste ;23;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;28;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;9;0,27;0,03;7,05;0,13;8,51;8,51;9,21;9,21;10,12;10,12
00078;Poste ;23;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;28;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;9;0,27;0,03;7,05;0,13;8,51;8,51;9,21;9,21;10,12;10,12
00079;Poste ;23;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;28;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;Poste ;9;0,27;0,03;7,05;0,13;8,51;8,51;9,21;9,21;10,12;10,12
00118;Poste ;23;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;28;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;9;0,27;0,03;7,05;0,13;8,51;8,51;9,21;9,21;10,12;10,12
00119;Poste ;23;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;28;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;9;0,27;0,03;7,05;0,13;8,51;8,51;9,21;9,21;10,12;10,12
00121;Poste ;23;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;28;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;9;0,27;0,03;7,05;0,13;8,51;8,51;9,21;9,21;10,12;10,12
00122;Poste ;23;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;28;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;9;0,27;0,03;7,05;0,13;8,51;8,51;9,21;9,21;10,12;10,12
00123;Poste ;23;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;28;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;9;0,27;0,03;7,05;0,13;8,51;8,51;9,21;9,21;10,12;10,12
00124;Poste ;23;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;28;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;9;0,27;0,03;7,05;0,13;8,51;8,51;9,21;9,21;10,12;10,12
00125;Poste ;23;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;28;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;9;0,27;0,03;7,05;0,13;8,51;8,51;9,21;9,21;10,12;10,12
00126;Poste ;23;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;28;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;9;0,27;0,03;7,05;0,13;8,51;8,51;9,21;9,21;10,12;10,12
00127;Poste ;23;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;28;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;9;0,27;0,03;7,05;0,13;8,51;8,51;9,21;9,21;10,12;10,12
00128;Poste ;23;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;28;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;9;0,27;0,03;7,05;0,13;8,51;8,51;9,21;9,21;10,12;10,12
00131;Poste ;23;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;28;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;9;0,27;0,03;7,05;0,13;8,51;8,51;9,21;9,21;10,12;10,12
00132;Poste ;23;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;28;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;9;0,27;0,03;7,05;0,13;8,51;8,51;9,21;9,21;10,12;10,12
00133;Poste ;23;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;28;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;9;0,27;0,03;7,05;0,13;8,51;8,51;9,21;9,21;10,12;10,12
00134;Poste ;23;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;28;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;9;0,27;0,03;7,05;0,13;8,51;8,51;9,21;9,21;10,12;10,12
00135;Poste ;23;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;28;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;9;0,27;0,03;7,05;0,13;8,51;8,51;9,21;9,21;10,12;10,12
00136;Poste ;23;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;28;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;9;0,27;0,03;7,05;0,13;8,51;8,51;9,21;9,21;10,12;10,12
00137;Poste ;23;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;28;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;9;0,27;0,03;7,05;0,13;8,51;8,51;9,21;9,21;10,12;10,12
00138;Poste ;23;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;28;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;9;0,27;0,03;7,05;0,13;8,51;8,51;9,21;9,21;10,12;10,12
00139;Poste ;23;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;28;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;9;0,27;0,03;7,05;0,13;8,51;8,51;9,21;9,21;10,12;10,12
00141;Poste ;23;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;28;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;9;0,27;0,03;7,05;0,13;8,51;8,51;9,21;9,21;10,12;10,12
00142;Poste ;23;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;28;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;9;0,27;0,03;7,05;0,13;8,51;8,51;9,21;9,21;10,12;10,12
00143;Poste ;23;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;28;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;9;0,27;0,03;7,05;0,13;8,51;8,51;9,21;9,21;10,12;10,12
00144;Poste ;23;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;28;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;9;0,27;0,03;7,05;0,13;8,51;8,51;9,21;9,21;10,12;10,12
00145;Poste ;23;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;28;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;9;0,27;0,03;7,05;0,13;8,51;8,51;9,21;9,21;10,12;10,12
00146;Poste ;23;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;28;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;9;0,27;0,03;7,05;0,13;8,51;8,51;9,21;9,21;10,12;10,12
00147;Poste ;23;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;28;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;9;0,27;0,03;7,05;0,13;8,51;8,51;9,21;9,21;10,12;10,12
00148;Poste ;23;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;28;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;9;0,27;0,03;7,05;0,13;8,51;8,51;9,21;9,21;10,12;10,12
00149;Poste ;23;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;28;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;Poste ;9;0,27;0,03;7,05;0,13;8,51;8,51;9,21;9,21;10,12;10,12
