CAP;RS_Recapitista;RS_Lotto;RS_Plico;RS_Foglio;RS_20;RS_dem;RS_21_50;RS_51_100;RS_101_250;RS_251_350;RS_351_1000 ;RS_1001_2000;AR_Recapitista;AR_Lotto;AR_Plico;AR_Foglio;AR_20;AR_dem;AR_21_50;AR_51_100;AR_101_250;AR_251_350;AR_351_1000;AR_1001_2000;890_Recapitista;890_Lotto;890_Plico;890_Foglio;890_20;890_dem;890_21_50;890_51_100;890_101_250;890_251_350;890_351_1000;890_1001_2000
16031;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
16032;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
16033;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
16034;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
16035;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
16036;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
16038;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;RTI Sailpost-Snem;8;0,27;0,03;7,50;0,15;8,30;8,30;9,00;9,00;9,91;9,91
16039;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;RTI Sailpost-Snem;8;0,27;0,03;7,50;0,15;8,30;8,30;9,00;9,00;9,91;9,91
16040;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
16041;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
16042;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
16043;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;RTI Sailpost-Snem;8;0,27;0,03;7,50;0,15;8,30;8,30;9,00;9,00;9,91;9,91
16044;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
16045;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
16046;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
16047;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
16048;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
16049;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
16121;Poste ;21;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;26;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;RTI Sailpost-Snem;8;0,27;0,03;7,50;0,15;8,30;8,30;9,00;9,00;9,91;9,91
16122;Poste ;21;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;26;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;RTI Sailpost-Snem;8;0,27;0,03;7,50;0,15;8,30;8,30;9,00;9,00;9,91;9,91
16123;Poste ;21;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;26;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;RTI Sailpost-Snem;8;0,27;0,03;7,50;0,15;8,30;8,30;9,00;9,00;9,91;9,91
16124;Poste ;21;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;26;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;RTI Sailpost-Snem;8;0,27;0,03;7,50;0,15;8,30;8,30;9,00;9,00;9,91;9,91
16125;Poste ;21;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;26;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;RTI Sailpost-Snem;8;0,27;0,03;7,50;0,15;8,30;8,30;9,00;9,00;9,91;9,91
16126;Poste ;21;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;26;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;RTI Sailpost-Snem;8;0,27;0,03;7,50;0,15;8,30;8,30;9,00;9,00;9,91;9,91
16127;Poste ;21;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;26;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;RTI Sailpost-Snem;8;0,27;0,03;7,50;0,15;8,30;8,30;9,00;9,00;9,91;9,91
16128;Poste ;21;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;26;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;RTI Sailpost-Snem;8;0,27;0,03;7,50;0,15;8,30;8,30;9,00;9,00;9,91;9,91
16129;Poste ;21;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;26;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;RTI Sailpost-Snem;8;0,27;0,03;7,50;0,15;8,30;8,30;9,00;9,00;9,91;9,91
16131;Poste ;21;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;26;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;RTI Sailpost-Snem;8;0,27;0,03;7,50;0,15;8,30;8,30;9,00;9,00;9,91;9,91
16132;Poste ;21;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;26;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;RTI Sailpost-Snem;8;0,27;0,03;7,50;0,15;8,30;8,30;9,00;9,00;9,91;9,91
16133;Poste ;21;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;26;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;RTI Sailpost-Snem;8;0,27;0,03;7,50;0,15;8,30;8,30;9,00;9,00;9,91;9,91
16134;Poste ;21;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;26;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;RTI Sailpost-Snem;8;0,27;0,03;7,50;0,15;8,30;8,30;9,00;9,00;9,91;9,91
16135;Poste ;21;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;26;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;RTI Sailpost-Snem;8;0,27;0,03;7,50;0,15;8,30;8,30;9,00;9,00;9,91;9,91
16136;Poste ;21;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;26;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;RTI Sailpost-Snem;8;0,27;0,03;7,50;0,15;8,30;8,30;9,00;9,00;9,91;9,91
16137;Poste ;21;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;26;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;RTI Sailpost-Snem;8;0,27;0,03;7,50;0,15;8,30;8,30;9,00;9,00;9,91;9,91
16138;Poste ;21;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;26;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;RTI Sailpost-Snem;8;0,27;0,03;7,50;0,15;8,30;8,30;9,00;9,00;9,91;9,91
16139;Poste ;21;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;26;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;RTI Sailpost-Snem;8;0,27;0,03;7,50;0,15;8,30;8,30;9,00;9,00;9,91;9,91
16141;Poste ;21;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;26;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;RTI Sailpost-Snem;8;0,27;0,03;7,50;0,15;8,30;8,30;9,00;9,00;9,91;9,91
16142;Poste ;21;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;26;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;RTI Sailpost-Snem;8;0,27;0,03;7,50;0,15;8,30;8,30;9,00;9,00;9,91;9,91
16143;Poste ;21;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;26;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;RTI Sailpost-Snem;8;0,27;0,03;7,50;0,15;8,30;8,30;9,00;9,00;9,91;9,91
16144;Poste ;21;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;26;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;RTI Sailpost-Snem;8;0,27;0,03;7,50;0,15;8,30;8,30;9,00;9,00;9,91;9,91
16145;Poste ;21;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;26;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;RTI Sailpost-Snem;8;0,27;0,03;7,50;0,15;8,30;8,30;9,00;9,00;9,91;9,91
16146;Poste ;21;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;26;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;RTI Sailpost-Snem;8;0,27;0,03;7,50;0,15;8,30;8,30;9,00;9,00;9,91;9,91
16147;Poste ;21;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;26;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;RTI Sailpost-Snem;8;0,27;0,03;7,50;0,15;8,30;8,30;9,00;9,00;9,91;9,91
16148;Poste ;21;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;26;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;RTI Sailpost-Snem;8;0,27;0,03;7,50;0,15;8,30;8,30;9,00;9,00;9,91;9,91
16149;Poste ;21;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;26;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;RTI Sailpost-Snem;8;0,27;0,03;7,50;0,15;8,30;8,30;9,00;9,00;9,91;9,91
16151;Poste ;21;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;26;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;RTI Sailpost-Snem;8;0,27;0,03;7,50;0,15;8,30;8,30;9,00;9,00;9,91;9,91
16152;Poste ;21;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;26;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;RTI Sailpost-Snem;8;0,27;0,03;7,50;0,15;8,30;8,30;9,00;9,00;9,91;9,91
16153;Poste ;21;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;26;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;RTI Sailpost-Snem;8;0,27;0,03;7,50;0,15;8,30;8,30;9,00;9,00;9,91;9,91
16154;Poste ;21;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;26;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;RTI Sailpost-Snem;8;0,27;0,03;7,50;0,15;8,30;8,30;9,00;9,00;9,91;9,91
16155;Poste ;21;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;26;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;RTI Sailpost-Snem;8;0,27;0,03;7,50;0,15;8,30;8,30;9,00;9,00;9,91;9,91
16156;Poste ;21;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;26;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;RTI Sailpost-Snem;8;0,27;0,03;7,50;0,15;8,30;8,30;9,00;9,00;9,91;9,91
16157;Poste ;21;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;26;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
16158;Poste ;21;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;26;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
16159;Poste ;21;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;26;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;RTI Sailpost-Snem;8;0,27;0,03;7,50;0,15;8,30;8,30;9,00;9,00;9,91;9,91
16161;Poste ;21;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;26;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;RTI Sailpost-Snem;8;0,27;0,03;7,50;0,15;8,30;8,30;9,00;9,00;9,91;9,91
16162;Poste ;21;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;26;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;RTI Sailpost-Snem;8;0,27;0,03;7,50;0,15;8,30;8,30;9,00;9,00;9,91;9,91
16163;Poste ;21;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;26;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;RTI Sailpost-Snem;8;0,27;0,03;7,50;0,15;8,30;8,30;9,00;9,00;9,91;9,91
16164;Poste ;21;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;26;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
16165;Poste ;21;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;26;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;RTI Sailpost-Snem;8;0,27;0,03;7,50;0,15;8,30;8,30;9,00;9,00;9,91;9,91
16166;Poste ;21;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;26;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;RTI Sailpost-Snem;8;0,27;0,03;7,50;0,15;8,30;8,30;9,00;9,00;9,91;9,91
16167;Poste ;21;0,09;0,03;1,88;0,02;2,32;2,66;3,05;3,35;4,04;4,85;Poste ;26;0,27;0,03;2,95;0,07;3,39;3,74;4,12;4,42;5,11;5,92;RTI Sailpost-Snem;8;0,27;0,03;7,50;0,15;8,30;8,30;9,00;9,00;9,91;9,91
17010;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
17011;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
17012;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
17013;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
17014;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
17015;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
17017;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
17019;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
17020;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
17021;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
17022;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
17023;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
17024;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
17025;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
17026;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
17027;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
17028;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
17030;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
17031;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
17032;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
17033;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
17034;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
17035;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
17037;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
17038;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
17039;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
17040;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
17041;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
17042;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
17043;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
17044;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
17045;Poste ;21;0,09;0,03;2,70;0,02;3,35;3,70;4,08;4,39;5,07;5,88;Poste ;26;0,27;0,03;3,77;0,07;4,42;4,77;5,15;5,46;6,14;6,95;FSU;99;0,27;0,03;8,82;0,19;9,76;9,76;10,58;10,58;11,65;11,65
