geo_key,product_type,recapitista,cons_costo_base,const_costo_foglio_agg,peso_max_20g,peso_max_50g,peso_max_100g,peso_max_250g,peso_max_350g,peso_max_1000g,peso_max_2000g
00041,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00041,AR,Poste,0,3,440,449,486,527,560,634,721
00041,RS,Poste,0,3,302,372,409,451,483,557,644
00042,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00042,AR,Poste,0,3,440,449,486,527,560,634,721
00042,RS,Poste,0,3,302,372,409,451,483,557,644
00043,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00043,AR,Poste,0,3,440,449,486,527,560,634,721
00043,RS,Poste,0,3,302,372,409,451,483,557,644
00044,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00044,AR,Poste,0,3,440,449,486,527,560,634,721
00044,RS,Poste,0,3,302,372,409,451,483,557,644
00045,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00045,AR,Poste,0,3,440,449,486,527,560,634,721
00045,RS,Poste,0,3,302,372,409,451,483,557,644
00046,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00046,AR,Poste,0,3,440,449,486,527,560,634,721
00046,RS,Poste,0,3,302,372,409,451,483,557,644
00047,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00047,AR,Poste,0,3,440,449,486,527,560,634,721
00047,RS,Poste,0,3,302,372,409,451,483,557,644
00048,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00048,AR,Poste,0,3,440,449,486,527,560,634,721
00048,RS,Poste,0,3,302,372,409,451,483,557,644
00049,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00049,AR,Poste,0,3,440,449,486,527,560,634,721
00049,RS,Poste,0,3,302,372,409,451,483,557,644
00051,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00051,AR,Poste,0,3,440,449,486,527,560,634,721
00051,RS,Poste,0,3,302,372,409,451,483,557,644
00052,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00052,AR,Poste,0,3,440,449,486,527,560,634,721
00052,RS,Poste,0,3,302,372,409,451,483,557,644
00053,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00053,AR,Poste,0,3,440,449,486,527,560,634,721
00053,RS,Poste,0,3,302,372,409,451,483,557,644
00054,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00054,AR,Poste,0,3,440,449,486,527,560,634,721
00054,RS,Poste,0,3,302,372,409,451,483,557,644
00055,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00055,AR,Poste,0,3,440,449,486,527,560,634,721
00055,RS,Poste,0,3,302,372,409,451,483,557,644
00058,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00058,AR,Poste,0,3,440,449,486,527,560,634,721
00058,RS,Poste,0,3,302,372,409,451,483,557,644
00059,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00059,AR,Poste,0,3,440,449,486,527,560,634,721
00059,RS,Poste,0,3,302,372,409,451,483,557,644
00060,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00060,AR,Poste,0,3,440,449,486,527,560,634,721
00060,RS,Poste,0,3,302,372,409,451,483,557,644
00061,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00061,AR,Poste,0,3,440,449,486,527,560,634,721
00061,RS,Poste,0,3,302,372,409,451,483,557,644
00062,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00062,AR,Poste,0,3,440,449,486,527,560,634,721
00062,RS,Poste,0,3,302,372,409,451,483,557,644
00063,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00063,AR,Poste,0,3,440,449,486,527,560,634,721
00063,RS,Poste,0,3,302,372,409,451,483,557,644
00065,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00065,AR,Poste,0,3,440,449,486,527,560,634,721
00065,RS,Poste,0,3,302,372,409,451,483,557,644
00066,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00066,AR,Poste,0,3,440,449,486,527,560,634,721
00066,RS,Poste,0,3,302,372,409,451,483,557,644
00067,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00067,AR,Poste,0,3,440,449,486,527,560,634,721
00067,RS,Poste,0,3,302,372,409,451,483,557,644
00068,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00068,AR,Poste,0,3,440,449,486,527,560,634,721
00068,RS,Poste,0,3,302,372,409,451,483,557,644
00069,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00069,AR,Poste,0,3,440,449,486,527,560,634,721
00069,RS,Poste,0,3,302,372,409,451,483,557,644
00071,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00071,AR,Poste,0,3,440,449,486,527,560,634,721
00071,RS,Poste,0,3,302,372,409,451,483,557,644
00072,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00072,AR,Poste,0,3,440,449,486,527,560,634,721
00072,RS,Poste,0,3,302,372,409,451,483,557,644
00073,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00073,AR,Poste,0,3,440,449,486,527,560,634,721
00073,RS,Poste,0,3,302,372,409,451,483,557,644
00074,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00074,AR,Poste,0,3,440,449,486,527,560,634,721
00074,RS,Poste,0,3,302,372,409,451,483,557,644
00075,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00075,AR,Poste,0,3,440,449,486,527,560,634,721
00075,RS,Poste,0,3,302,372,409,451,483,557,644
00076,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00076,AR,Poste,0,3,440,449,486,527,560,634,721
00076,RS,Poste,0,3,302,372,409,451,483,557,644
00077,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00077,AR,Poste,0,3,440,449,486,527,560,634,721
00077,RS,Poste,0,3,302,372,409,451,483,557,644
00078,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00078,AR,Poste,0,3,440,449,486,527,560,634,721
00078,RS,Poste,0,3,302,372,409,451,483,557,644
00079,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00079,AR,Poste,0,3,440,449,486,527,560,634,721
00079,RS,Poste,0,3,302,372,409,451,483,557,644
00118,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00118,AR,Poste,0,3,351,338,375,416,449,523,610
00118,RS,Poste,0,3,213,261,298,339,372,446,533
00119,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00119,AR,Poste,0,3,351,338,375,416,449,523,610
00119,RS,Poste,0,3,213,261,298,339,372,446,533
00121,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00121,AR,Poste,0,3,351,338,375,416,449,523,610
00121,RS,Poste,0,3,213,261,298,339,372,446,533
00122,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00122,AR,Poste,0,3,351,338,375,416,449,523,610
00122,RS,Poste,0,3,213,261,298,339,372,446,533
00123,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00123,AR,Poste,0,3,351,338,375,416,449,523,610
00123,RS,Poste,0,3,213,261,298,339,372,446,533
00124,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00124,AR,Poste,0,3,351,338,375,416,449,523,610
00124,RS,Poste,0,3,213,261,298,339,372,446,533
00125,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00125,AR,Poste,0,3,351,338,375,416,449,523,610
00125,RS,Poste,0,3,213,261,298,339,372,446,533
00126,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00126,AR,Poste,0,3,351,338,375,416,449,523,610
00126,RS,Poste,0,3,213,261,298,339,372,446,533
00127,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00127,AR,Poste,0,3,351,338,375,416,449,523,610
00127,RS,Poste,0,3,213,261,298,339,372,446,533
00128,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00128,AR,Poste,0,3,351,338,375,416,449,523,610
00128,RS,Poste,0,3,213,261,298,339,372,446,533
00131,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00131,AR,Poste,0,3,351,338,375,416,449,523,610
00131,RS,Poste,0,3,213,261,298,339,372,446,533
00132,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00132,AR,Poste,0,3,351,338,375,416,449,523,610
00132,RS,Poste,0,3,213,261,298,339,372,446,533
00133,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00133,AR,Poste,0,3,351,338,375,416,449,523,610
00133,RS,Poste,0,3,213,261,298,339,372,446,533
00134,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00134,AR,Poste,0,3,351,338,375,416,449,523,610
00134,RS,Poste,0,3,213,261,298,339,372,446,533
00135,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00135,AR,Poste,0,3,351,338,375,416,449,523,610
00135,RS,Poste,0,3,213,261,298,339,372,446,533
00136,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00136,AR,Poste,0,3,351,338,375,416,449,523,610
00136,RS,Poste,0,3,213,261,298,339,372,446,533
00137,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00137,AR,Poste,0,3,351,338,375,416,449,523,610
00137,RS,Poste,0,3,213,261,298,339,372,446,533
00138,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00138,AR,Poste,0,3,351,338,375,416,449,523,610
00138,RS,Poste,0,3,213,261,298,339,372,446,533
00139,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00139,AR,Poste,0,3,351,338,375,416,449,523,610
00139,RS,Poste,0,3,213,261,298,339,372,446,533
00141,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00141,AR,Poste,0,3,351,338,375,416,449,523,610
00141,RS,Poste,0,3,213,261,298,339,372,446,533
00142,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00142,AR,Poste,0,3,351,338,375,416,449,523,610
00142,RS,Poste,0,3,213,261,298,339,372,446,533
00143,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00143,AR,Poste,0,3,351,338,375,416,449,523,610
00143,RS,Poste,0,3,213,261,298,339,372,446,533
00144,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00144,AR,Poste,0,3,351,338,375,416,449,523,610
00144,RS,Poste,0,3,213,261,298,339,372,446,533
00145,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00145,AR,Poste,0,3,351,338,375,416,449,523,610
00145,RS,Poste,0,3,213,261,298,339,372,446,533
00146,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00146,AR,Poste,0,3,351,338,375,416,449,523,610
00146,RS,Poste,0,3,213,261,298,339,372,446,533
00147,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00147,AR,Poste,0,3,351,338,375,416,449,523,610
00147,RS,Poste,0,3,213,261,298,339,372,446,533
00148,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00148,AR,Poste,0,3,351,338,375,416,449,523,610
00148,RS,Poste,0,3,213,261,298,339,372,446,533
00149,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00149,AR,Poste,0,3,351,338,375,416,449,523,610
00149,RS,Poste,0,3,213,261,298,339,372,446,533
00151,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00151,AR,Poste,0,3,351,338,375,416,449,523,610
00151,RS,Poste,0,3,213,261,298,339,372,446,533
00152,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00152,AR,Poste,0,3,351,338,375,416,449,523,610
00152,RS,Poste,0,3,213,261,298,339,372,446,533
00153,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00153,AR,Poste,0,3,351,338,375,416,449,523,610
00153,RS,Poste,0,3,213,261,298,339,372,446,533
00154,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00154,AR,Poste,0,3,351,338,375,416,449,523,610
00154,RS,Poste,0,3,213,261,298,339,372,446,533
00155,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00155,AR,Poste,0,3,351,338,375,416,449,523,610
00155,RS,Poste,0,3,213,261,298,339,372,446,533
00156,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00156,AR,Poste,0,3,351,338,375,416,449,523,610
00156,RS,Poste,0,3,213,261,298,339,372,446,533
00157,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00157,AR,Poste,0,3,351,338,375,416,449,523,610
00157,RS,Poste,0,3,213,261,298,339,372,446,533
00158,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00158,AR,Poste,0,3,351,338,375,416,449,523,610
00158,RS,Poste,0,3,213,261,298,339,372,446,533
00159,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00159,AR,Poste,0,3,351,338,375,416,449,523,610
00159,RS,Poste,0,3,213,261,298,339,372,446,533
00161,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00161,AR,Poste,0,3,351,338,375,416,449,523,610
00161,RS,Poste,0,3,213,261,298,339,372,446,533
00162,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00162,AR,Poste,0,3,351,338,375,416,449,523,610
00162,RS,Poste,0,3,213,261,298,339,372,446,533
00163,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00163,AR,Poste,0,3,351,338,375,416,449,523,610
00163,RS,Poste,0,3,213,261,298,339,372,446,533
00164,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00164,AR,Poste,0,3,351,338,375,416,449,523,610
00164,RS,Poste,0,3,213,261,298,339,372,446,533
00165,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00165,AR,Poste,0,3,351,338,375,416,449,523,610
00165,RS,Poste,0,3,213,261,298,339,372,446,533
00166,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00166,AR,Poste,0,3,351,338,375,416,449,523,610
00166,RS,Poste,0,3,213,261,298,339,372,446,533
00167,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00167,AR,Poste,0,3,351,338,375,416,449,523,610
00167,RS,Poste,0,3,213,261,298,339,372,446,533
00168,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00168,AR,Poste,0,3,351,338,375,416,449,523,610
00168,RS,Poste,0,3,213,261,298,339,372,446,533
00169,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00169,AR,Poste,0,3,351,338,375,416,449,523,610
00169,RS,Poste,0,3,213,261,298,339,372,446,533
00171,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00171,AR,Poste,0,3,351,338,375,416,449,523,610
00171,RS,Poste,0,3,213,261,298,339,372,446,533
00172,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00172,AR,Poste,0,3,351,338,375,416,449,523,610
00172,RS,Poste,0,3,213,261,298,339,372,446,533
00173,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00173,AR,Poste,0,3,351,338,375,416,449,523,610
00173,RS,Poste,0,3,213,261,298,339,372,446,533
00174,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00174,AR,Poste,0,3,351,338,375,416,449,523,610
00174,RS,Poste,0,3,213,261,298,339,372,446,533
00175,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00175,AR,Poste,0,3,351,338,375,416,449,523,610
00175,RS,Poste,0,3,213,261,298,339,372,446,533
00176,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00176,AR,Poste,0,3,351,338,375,416,449,523,610
00176,RS,Poste,0,3,213,261,298,339,372,446,533
00177,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00177,AR,Poste,0,3,351,338,375,416,449,523,610
00177,RS,Poste,0,3,213,261,298,339,372,446,533
00178,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00178,AR,Poste,0,3,351,338,375,416,449,523,610
00178,RS,Poste,0,3,213,261,298,339,372,446,533
00179,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00179,AR,Poste,0,3,351,338,375,416,449,523,610
00179,RS,Poste,0,3,213,261,298,339,372,446,533
00181,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00181,AR,Poste,0,3,351,338,375,416,449,523,610
00181,RS,Poste,0,3,213,261,298,339,372,446,533
00182,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00182,AR,Poste,0,3,351,338,375,416,449,523,610
00182,RS,Poste,0,3,213,261,298,339,372,446,533
00183,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00183,AR,Poste,0,3,351,338,375,416,449,523,610
00183,RS,Poste,0,3,213,261,298,339,372,446,533
00184,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00184,AR,Poste,0,3,351,338,375,416,449,523,610
00184,RS,Poste,0,3,213,261,298,339,372,446,533
00185,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00185,AR,Poste,0,3,351,338,375,416,449,523,610
00185,RS,Poste,0,3,213,261,298,339,372,446,533
00186,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00186,AR,Poste,0,3,351,338,375,416,449,523,610
00186,RS,Poste,0,3,213,261,298,339,372,446,533
00187,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00187,AR,Poste,0,3,351,338,375,416,449,523,610
00187,RS,Poste,0,3,213,261,298,339,372,446,533
00188,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00188,AR,Poste,0,3,351,338,375,416,449,523,610
00188,RS,Poste,0,3,213,261,298,339,372,446,533
00189,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00189,AR,Poste,0,3,351,338,375,416,449,523,610
00189,RS,Poste,0,3,213,261,298,339,372,446,533
00191,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00191,AR,Poste,0,3,351,338,375,416,449,523,610
00191,RS,Poste,0,3,213,261,298,339,372,446,533
00192,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00192,AR,Poste,0,3,351,338,375,416,449,523,610
00192,RS,Poste,0,3,213,261,298,339,372,446,533
00193,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00193,AR,Poste,0,3,351,338,375,416,449,523,610
00193,RS,Poste,0,3,213,261,298,339,372,446,533
00195,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00195,AR,Poste,0,3,351,338,375,416,449,523,610
00195,RS,Poste,0,3,213,261,298,339,372,446,533
00196,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00196,AR,Poste,0,3,351,338,375,416,449,523,610
00196,RS,Poste,0,3,213,261,298,339,372,446,533
00197,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00197,AR,Poste,0,3,351,338,375,416,449,523,610
00197,RS,Poste,0,3,213,261,298,339,372,446,533
00198,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00198,AR,Poste,0,3,351,338,375,416,449,523,610
00198,RS,Poste,0,3,213,261,298,339,372,446,533
00199,890,Poste,0,3,800,957,957,1032,1032,1130,1130
00199,AR,Poste,0,3,351,338,375,416,449,523,610
00199,RS,Poste,0,3,213,261,298,339,372,446,533
01010,890,Poste,0,3,800,957,957,1032,1032,1130,1130
01010,AR,Poste,0,3,440,449,486,527,560,634,721
01010,RS,Poste,0,3,302,372,409,451,483,557,644
01011,890,Poste,0,3,800,957,957,1032,1032,1130,1130
01011,AR,Poste,0,3,440,449,486,527,560,634,721
01011,RS,Poste,0,3,302,372,409,451,483,557,644
01012,890,Poste,0,3,800,957,957,1032,1032,1130,1130
01012,AR,Poste,0,3,440,449,486,527,560,634,721
01012,RS,Poste,0,3,302,372,409,451,483,557,644
01014,890,Poste,0,3,800,957,957,1032,1032,1130,1130
01014,AR,Poste,0,3,440,449,486,527,560,634,721
01014,RS,Poste,0,3,302,372,409,451,483,557,644
01015,890,Poste,0,3,800,957,957,1032,1032,1130,1130
01015,AR,Poste,0,3,440,449,486,527,560,634,721
01015,RS,Poste,0,3,302,372,409,451,483,557,644
01016,890,Poste,0,3,800,957,957,1032,1032,1130,1130
01016,AR,Poste,0,3,440,449,486,527,560,634,721
01016,RS,Poste,0,3,302,372,409,451,483,557,644
01017,890,Poste,0,3,800,957,957,1032,1032,1130,1130
01017,AR,Poste,0,3,440,449,486,527,560,634,721
01017,RS,Poste,0,3,302,372,409,451,483,557,644
01018,890,Poste,0,3,800,957,957,1032,1032,1130,1130
01018,AR,Poste,0,3,440,449,486,527,560,634,721
01018,RS,Poste,0,3,302,372,409,451,483,557,644
01019,890,Poste,0,3,800,957,957,1032,1032,1130,1130
01019,AR,Poste,0,3,440,449,486,527,560,634,721
01019,RS,Poste,0,3,302,372,409,451,483,557,644
01020,890,Poste,0,3,800,957,957,1032,1032,1130,1130
01020,AR,Poste,0,3,440,449,486,527,560,634,721
01020,RS,Poste,0,3,302,372,409,451,483,557,644
01021,890,Poste,0,3,800,957,957,1032,1032,1130,1130
01021,AR,Poste,0,3,440,449,486,527,560,634,721
01021,RS,Poste,0,3,302,372,409,451,483,557,644
01022,890,Poste,0,3,800,957,957,1032,1032,1130,1130
01022,AR,Poste,0,3,440,449,486,527,560,634,721
01022,RS,Poste,0,3,302,372,409,451,483,557,644
01023,890,Poste,0,3,800,957,957,1032,1032,1130,1130
01023,AR,Poste,0,3,440,449,486,527,560,634,721
01023,RS,Poste,0,3,302,372,409,451,483,557,644
01024,890,Poste,0,3,800,957,957,1032,1032,1130,1130
01024,AR,Poste,0,3,440,449,486,527,560,634,721
01024,RS,Poste,0,3,302,372,409,451,483,557,644
01025,890,Poste,0,3,800,957,957,1032,1032,1130,1130
01025,AR,Poste,0,3,440,449,486,527,560,634,721
01025,RS,Poste,0,3,302,372,409,451,483,557,644
01027,890,Poste,0,3,800,957,957,1032,1032,1130,1130
01027,AR,Poste,0,3,440,449,486,527,560,634,721
01027,RS,Poste,0,3,302,372,409,451,483,557,644
01028,890,Poste,0,3,800,957,957,1032,1032,1130,1130
01028,AR,Poste,0,3,440,449,486,527,560,634,721
01028,RS,Poste,0,3,302,372,409,451,483,557,644
01030,890,Poste,0,3,800,957,957,1032,1032,1130,1130
01030,AR,Poste,0,3,440,449,486,527,560,634,721
01030,RS,Poste,0,3,302,372,409,451,483,557,644
01032,890,Poste,0,3,800,957,957,1032,1032,1130,1130
01032,AR,Poste,0,3,440,449,486,527,560,634,721
01032,RS,Poste,0,3,302,372,409,451,483,557,644
01033,890,Poste,0,3,800,957,957,1032,1032,1130,1130
01033,AR,Poste,0,3,440,449,486,527,560,634,721
01033,RS,Poste,0,3,302,372,409,451,483,557,644
01034,890,Poste,0,3,800,957,957,1032,1032,1130,1130
01034,AR,Poste,0,3,440,449,486,527,560,634,721
01034,RS,Poste,0,3,302,372,409,451,483,557,644
01035,890,Poste,0,3,800,957,957,1032,1032,1130,1130
01035,AR,Poste,0,3,440,449,486,527,560,634,721
01035,RS,Poste,0,3,302,372,409,451,483,557,644
01036,890,Poste,0,3,800,957,957,1032,1032,1130,1130
01036,AR,Poste,0,3,440,449,486,527,560,634,721
01036,RS,Poste,0,3,302,372,409,451,483,557,644
01037,890,Poste,0,3,800,957,957,1032,1032,1130,1130
01037,AR,Poste,0,3,440,449,486,527,560,634,721
01037,RS,Poste,0,3,302,372,409,451,483,557,644
01038,890,Poste,0,3,800,957,957,1032,1032,1130,1130
01038,AR,Poste,0,3,440,449,486,527,560,634,721
