CAP,Regione,Provincia,RS,RS_AREA,RS_lotto,RS_Recapitista,DEF_RS_Costo_Foglio_aggiuntivo,DEF_RS_20gr,DEF_RS_21-50gr,DEF_RS_51-100gr,DEF_RS_101-250gr,DEF_RS_251-350gr,DEF_RS_351-1000gr,DEF_RS_1001-2000gr,AR,AR_AREA,AR_lotto,AR_Recapitista,DEF_AR_Costo_Foglio_aggiuntivo,DEF_AR_20gr,DEF_AR_21-50gr,DEF_AR_51-100gr,DEF_AR_101-250gr,DEF_AR_251-350gr,DEF_AR_351-1000gr,DEF_AR_1001-2000gr,890,890_lotto,890_Recapista,DEF_890_Costo_Foglio_aggiuntivo,DEF_890_20gr,DEF_890_21-50gr,DEF_890_51-100gr,DEF_890_101-250gr,DEF_890_251-350gr,DEF_890_351-1000gr,DEF_890_1001-2000gr,AR+Area,RS+Area,Grado Copertura
40046,Emilia-Romagna,Bologna,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
40048,Emilia-Romagna,Bologna,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
40050,Emilia-Romagna,Bologna,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
40051,Emilia-Romagna,Bologna,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
40052,Emilia-Romagna,Bologna,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
40053,Emilia-Romagna,Bologna,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
40054,Emilia-Romagna,Bologna,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
40055,Emilia-Romagna,Bologna,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
40056,Emilia-Romagna,Bologna,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
40057,Emilia-Romagna,Bologna,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
40059,Emilia-Romagna,Bologna,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
40060,Emilia-Romagna,Bologna,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
40061,Emilia-Romagna,Bologna,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
40062,Emilia-Romagna,Bologna,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
40063,Emilia-Romagna,Bologna,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
40064,Emilia-Romagna,Bologna,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
40065,Emilia-Romagna,Bologna,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
40066,Emilia-Romagna,Bologna,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
40067,Emilia-Romagna,Bologna,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
40068,Emilia-Romagna,Bologna,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
40069,Emilia-Romagna,Bologna,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
40121,Emilia-Romagna,Bologna,RS,AM,24,Poste ,"0,03 €","2,14 €","2,61 €","2,98 €","3,40 €","3,72 €","4,46 €","5,33 €",AR,AM,29,Poste ,"0,03 €","3,52 €","3,99 €","4,36 €","4,78 €","5,10 €","5,84 €","6,72 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29AM,24AM,Completo
40122,Emilia-Romagna,Bologna,RS,AM,24,Poste ,"0,03 €","2,14 €","2,61 €","2,98 €","3,40 €","3,72 €","4,46 €","5,33 €",AR,AM,29,Poste ,"0,03 €","3,52 €","3,99 €","4,36 €","4,78 €","5,10 €","5,84 €","6,72 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29AM,24AM,Completo
40123,Emilia-Romagna,Bologna,RS,AM,24,Poste ,"0,03 €","2,14 €","2,61 €","2,98 €","3,40 €","3,72 €","4,46 €","5,33 €",AR,AM,29,Poste ,"0,03 €","3,52 €","3,99 €","4,36 €","4,78 €","5,10 €","5,84 €","6,72 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29AM,24AM,Completo
40124,Emilia-Romagna,Bologna,RS,AM,24,Poste ,"0,03 €","2,14 €","2,61 €","2,98 €","3,40 €","3,72 €","4,46 €","5,33 €",AR,AM,29,Poste ,"0,03 €","3,52 €","3,99 €","4,36 €","4,78 €","5,10 €","5,84 €","6,72 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29AM,24AM,Completo
40125,Emilia-Romagna,Bologna,RS,AM,24,Poste ,"0,03 €","2,14 €","2,61 €","2,98 €","3,40 €","3,72 €","4,46 €","5,33 €",AR,AM,29,Poste ,"0,03 €","3,52 €","3,99 €","4,36 €","4,78 €","5,10 €","5,84 €","6,72 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29AM,24AM,Completo
40126,Emilia-Romagna,Bologna,RS,AM,24,Poste ,"0,03 €","2,14 €","2,61 €","2,98 €","3,40 €","3,72 €","4,46 €","5,33 €",AR,AM,29,Poste ,"0,03 €","3,52 €","3,99 €","4,36 €","4,78 €","5,10 €","5,84 €","6,72 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29AM,24AM,Completo
40127,Emilia-Romagna,Bologna,RS,AM,24,Poste ,"0,03 €","2,14 €","2,61 €","2,98 €","3,40 €","3,72 €","4,46 €","5,33 €",AR,AM,29,Poste ,"0,03 €","3,52 €","3,99 €","4,36 €","4,78 €","5,10 €","5,84 €","6,72 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29AM,24AM,Completo
40128,Emilia-Romagna,Bologna,RS,AM,24,Poste ,"0,03 €","2,14 €","2,61 €","2,98 €","3,40 €","3,72 €","4,46 €","5,33 €",AR,AM,29,Poste ,"0,03 €","3,52 €","3,99 €","4,36 €","4,78 €","5,10 €","5,84 €","6,72 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29AM,24AM,Completo
40129,Emilia-Romagna,Bologna,RS,AM,24,Poste ,"0,03 €","2,14 €","2,61 €","2,98 €","3,40 €","3,72 €","4,46 €","5,33 €",AR,AM,29,Poste ,"0,03 €","3,52 €","3,99 €","4,36 €","4,78 €","5,10 €","5,84 €","6,72 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29AM,24AM,Completo
40131,Emilia-Romagna,Bologna,RS,AM,24,Poste ,"0,03 €","2,14 €","2,61 €","2,98 €","3,40 €","3,72 €","4,46 €","5,33 €",AR,AM,29,Poste ,"0,03 €","3,52 €","3,99 €","4,36 €","4,78 €","5,10 €","5,84 €","6,72 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29AM,24AM,Completo
40132,Emilia-Romagna,Bologna,RS,AM,24,Poste ,"0,03 €","2,14 €","2,61 €","2,98 €","3,40 €","3,72 €","4,46 €","5,33 €",AR,AM,29,Poste ,"0,03 €","3,52 €","3,99 €","4,36 €","4,78 €","5,10 €","5,84 €","6,72 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29AM,24AM,Completo
40133,Emilia-Romagna,Bologna,RS,AM,24,Poste ,"0,03 €","2,14 €","2,61 €","2,98 €","3,40 €","3,72 €","4,46 €","5,33 €",AR,AM,29,Poste ,"0,03 €","3,52 €","3,99 €","4,36 €","4,78 €","5,10 €","5,84 €","6,72 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29AM,24AM,Completo
40134,Emilia-Romagna,Bologna,RS,AM,24,Poste ,"0,03 €","2,14 €","2,61 €","2,98 €","3,40 €","3,72 €","4,46 €","5,33 €",AR,AM,29,Poste ,"0,03 €","3,52 €","3,99 €","4,36 €","4,78 €","5,10 €","5,84 €","6,72 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29AM,24AM,Completo
40135,Emilia-Romagna,Bologna,RS,AM,24,Poste ,"0,03 €","2,14 €","2,61 €","2,98 €","3,40 €","3,72 €","4,46 €","5,33 €",AR,AM,29,Poste ,"0,03 €","3,52 €","3,99 €","4,36 €","4,78 €","5,10 €","5,84 €","6,72 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29AM,24AM,Completo
40136,Emilia-Romagna,Bologna,RS,AM,24,Poste ,"0,03 €","2,14 €","2,61 €","2,98 €","3,40 €","3,72 €","4,46 €","5,33 €",AR,AM,29,Poste ,"0,03 €","3,52 €","3,99 €","4,36 €","4,78 €","5,10 €","5,84 €","6,72 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29AM,24AM,Completo
40137,Emilia-Romagna,Bologna,RS,AM,24,Poste ,"0,03 €","2,14 €","2,61 €","2,98 €","3,40 €","3,72 €","4,46 €","5,33 €",AR,AM,29,Poste ,"0,03 €","3,52 €","3,99 €","4,36 €","4,78 €","5,10 €","5,84 €","6,72 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29AM,24AM,Completo
40138,Emilia-Romagna,Bologna,RS,AM,24,Poste ,"0,03 €","2,14 €","2,61 €","2,98 €","3,40 €","3,72 €","4,46 €","5,33 €",AR,AM,29,Poste ,"0,03 €","3,52 €","3,99 €","4,36 €","4,78 €","5,10 €","5,84 €","6,72 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29AM,24AM,Completo
40139,Emilia-Romagna,Bologna,RS,AM,24,Poste ,"0,03 €","2,14 €","2,61 €","2,98 €","3,40 €","3,72 €","4,46 €","5,33 €",AR,AM,29,Poste ,"0,03 €","3,52 €","3,99 €","4,36 €","4,78 €","5,10 €","5,84 €","6,72 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29AM,24AM,Completo
40141,Emilia-Romagna,Bologna,RS,AM,24,Poste ,"0,03 €","2,14 €","2,61 €","2,98 €","3,40 €","3,72 €","4,46 €","5,33 €",AR,AM,29,Poste ,"0,03 €","3,52 €","3,99 €","4,36 €","4,78 €","5,10 €","5,84 €","6,72 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29AM,24AM,Completo
41011,Emilia-Romagna,Modena,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
41012,Emilia-Romagna,Modena,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
41013,Emilia-Romagna,Modena,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
41014,Emilia-Romagna,Modena,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
41015,Emilia-Romagna,Modena,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
41016,Emilia-Romagna,Modena,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
41017,Emilia-Romagna,Modena,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
41018,Emilia-Romagna,Modena,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
41019,Emilia-Romagna,Modena,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
41020,Emilia-Romagna,Modena,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
41021,Emilia-Romagna,Modena,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
41022,Emilia-Romagna,Modena,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
41023,Emilia-Romagna,Modena,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
41025,Emilia-Romagna,Modena,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
41026,Emilia-Romagna,Modena,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
41027,Emilia-Romagna,Modena,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
41028,Emilia-Romagna,Modena,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
41029,Emilia-Romagna,Modena,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
41030,Emilia-Romagna,Modena,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
41031,Emilia-Romagna,Modena,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
41032,Emilia-Romagna,Modena,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
41033,Emilia-Romagna,Modena,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
41034,Emilia-Romagna,Modena,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
41035,Emilia-Romagna,Modena,RS,EU,24,Poste ,"0,03 €","3,02 €","3,72 €","4,09 €","4,51 €","4,83 €","5,57 €","6,45 €",AR,EU,29,Poste ,"0,03 €","4,40 €","5,11 €","5,48 €","5,89 €","6,22 €","6,96 €","7,83 €",890,7,Poste ,"0,03 €","8,00 €","9,58 €","9,58 €","10,33 €","10,33 €","11,30 €","11,30 €",29EU,24EU,Completo
